Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time,Keyboard,Browser,Alert types,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Penta,256GB 12GB RAM,512GB 8GB RAM,4GB 32MB RAM,32GB 2GB RAM,Five,32GB 3GB RAM,16GB 2GB RAM,32GB 4GB RAM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P Smart Z',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-z-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps'","b'2019, May'","b'Available. Released 2019, June'",b'163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in)',b'196.8 g (6.95 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/1.8, PDAF 2 MP, f/2.4, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market/region dependent)',,b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Emerald Green, Midnight Black, Sapphire Blue'",,b'STK-LX1',b'About 280 EUR',,"b'Motorized pop-up 16 MP, f/2.0'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 20 X (5G)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20x-5g-.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41'","b'77, 78, 79 SA/NSA/Sub6'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps; 5G (2+ Gbps DL)'","b'2019, May'","b'Available. Released 2019, July'",b'174.6 x 85.4 x 8.4 mm (6.87 x 3.36 x 0.33 in)',b'233 g (8.22 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'7.2 inches, 130.7 cm2 (~87.6% screen-to-body ratio)'","b'1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density)'",b'IP53 dust and splash protection Stylus (optional)',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'256GB 8GB RAM',b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", 1.12\xc2\xb5m, PDAF, OIS, 3x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", AF'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'",,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass'","b'Li-Po 4200 mAh, non-removable'",b'Fast charging 40W',b'Emerald Green',b'32-bit/384kHz audio',"b'EVR-N29, EVR-AN00'",b'About 760 EUR',,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'",,,,,,,,"b'Glass front (Gorilla Glass), glass back, aluminum frame'",,,,b'Corning Gorilla Glass (unspecified version)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P30 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p30-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2019, March 26'","b'Available. Released 2019, March 26'",b'158 x 73.4 x 8.4 mm (6.22 x 2.89 x 0.33 in)',b'192 g (6.77 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.47 inches, 102.8 cm2 (~88.6% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'Android 9.0 (Pie), upgradable to Android 10, EMUI 10'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM'","b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 66'",,"b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'",,b'HDR',b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 15W Reverse wireless charging 2.5W'","b'Aurora, Amber Sunrise, Breathing Crystal, Black, Pearl White, Misty Lavender, Mystic Blue'",b'32-bit/384kHz audio',"b'VOG-L29, VOG-L09, VOG-AL00, VOG-TL00, VOG-L04, VOG-AL10'",b'$\xe2\x80\x89589.99 / \xe2\x82\xac\xe2\x80\x89499.00 / \xc2\xa3\xe2\x80\x89454.99',"b'40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/3.4, 125mm (periscope telephoto), 1/4.0"", PDAF, OIS, 5x optical zoom 20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF TOF 3D, (depth)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'AnTuTu: 316156 (v7), 401208 (v8) GeekBench: 10014 (v4.4), 2521 (v5.1) GFXBench: 29fps (ES 3.1 onscreen)'","b'Contrast ratio: Infinite (nominal), 5.119 (sunlight)'",b'Photo / Video',b'-28.1 LUFS (Average)',b'Endurance rating 100h',,,"b'Glass front (Aluminosilicate glass), glass back (Aluminosilicate glass), aluminum frame'",,,,,,b'$\xe2\x80\x89619.99',b'$\xe2\x80\x89589.99',,b'Noise -90.5dB / Crosstalk -93.0dB',,,,,,,,,,,,,,,,,,,,,,,"b'$\xe2\x80\x891,789.00'",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P30',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p30.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps'","b'2019, March 26'","b'Available. Released 2019, March 26'",b'149.1 x 71.4 x 7.6 mm (5.87 x 2.81 x 0.30 in)',b'165 g (5.82 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.1 inches, 91.3 cm2 (~85.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~422 ppi density)'",b'IP53 dust and splash protection',"b'Android 9.0 (Pie), upgradable to Android 10, EMUI 10'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide), PDAF, Laser AF'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',,b'No',b'USB Type-C 3.1',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum'","b'Li-Po 3650 mAh, non-removable'",b'Fast charging 22.5W',"b'Aurora, Amber Sunrise, Breathing Crystal, Black, Pearl White'",b'32-bit/384kHz audio',"b'ELE-L29, ELE-L09, ELE-AL00, ELE-TL00, ELE-L04'",b'$\xe2\x80\x89499.99 / \xe2\x82\xac\xe2\x80\x89450.00 / \xc2\xa3\xe2\x80\x89299.99',,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",b'AnTuTu: 314595 (v7)GeekBench: 10114 (v4.4)GFXBench: 28fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'Voice 83dB / Noise 75dB / Ring 83dB',b'Endurance rating 83h',,,"b'Glass front (Aluminosilicate glass), glass back (Aluminosilicate glass), aluminum frame'",,,,,,,"b'$\xe2\x80\x891,249.64'",b'$\xe2\x80\x89499.99',b'Noise -96.2dB / Crosstalk -97.5dB',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P30 lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p30-lite-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',"b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Europe, Canada'","b'1, 3, 4, 7, 8, 20, 38 - Europe'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2019, March 27'","b'Available. Released 2019, April 25'",b'152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in)',b'159 g (5.61 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.15 inches, 93.6 cm2 (~84.2% screen-to-body ratio)'",b'1080 x 2312 pixels (~415 ppi density)',b'HSDPA 850 / 900 / 1900 / 2100 - Asia',"b'Android 9.0 (Pie), upgradable to Android 10, EMUI 10.0'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM'","b'1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41 - Asia'","b'48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, 17mm (ultrawide) 2 MP, f/2.4, (depth) or 24 MP, f/1.8, (wide), PDAF 8 MP, 17mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps (gyro-EIS)',,b'Panorama',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'","b'Yes - MAR-L21MEA, MAR-LX1M only'",,b'FM radio (market dependent)',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3340 mAh, non-removable'",b'Fast charging 18W',"b'Peacock Blue, Midnight Black, Pearl White'",b'eMMC 5.1',"b'MAR-LX1M, MAR-AL00, MAR-TL00, MAR-LX2, Marie-L21A, Marie-L01A, Marie-L21MEA, Marie-L22A, MAR-LX1A, MAR-LX3A, MAR-LX2J, MAR-LX1B, MAR-LX3Bm'",b'$\xe2\x80\x89229.99 / \xe2\x82\xac\xe2\x80\x89199.00 / \xc2\xa3\xe2\x80\x89187.80',,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m or 32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",b'AnTuTu: 141600 (v7) GeekBench: 5549 (v4.4) GFXBench: 6.9fps (ES 3.1 onscreen)',b'Contrast ratio: 1231:1 (nominal)',b'Photo / Video',b'Voice 71dB / Noise 73dB / Ring 83dB',b'Endurance rating 94h',,,"b'Glass front, glass back, plastic frame'",,,,,b'$\xe2\x80\x89229.99',,,b'$\xe2\x80\x89489.00',b'Noise -94.4dB / Crosstalk -71.2dB',,,,b'\xe2\x82\xac\xe2\x80\x89224.00',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 4e',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-4e-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'152.9 x 72.7 x 7.4 mm (6.02 x 2.86 x 0.29 in)',b'159 g (5.61 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.15 inches, 93.6 cm2 (~84.2% screen-to-body ratio)'",b'1080 x 2312 pixels (~415 ppi density)',,"b'Android 9.0 (Pie), EMUI 9.0'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'128GB 4GB RAM, 128GB 8GB RAM'",,"b'24 MP, f/1.8, (wide), PDAF 8 MP, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps (gyro-EIS)',,b'Panorama',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3340 mAh, non-removable'",b'Fast charging 18W',"b'Peacock Blue, Midnight Black, Pearl White'",,"b'MAR-AL00, MAR-TL00, MAR-LX2'",b'About 270 EUR',,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y5 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y5-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, April 24'","b'Available. Released 2019, April 24'",b'147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in)',b'146 g (5.15 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.71 inches, 81.4 cm2 (~78.1% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~295 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9.1'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market/region dependent) - AMN-LX1 only',,b'FM Radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3020 mAh, non-removable'",,"b'Midnight Black, Modern Black, Sapphire Blue, Amber Brown'",,"b'AMN-LX9, AMN-LX1, AMN-LX2, AMN-LX3'",b'$\xe2\x80\x89219.00 / \xe2\x82\xac\xe2\x80\x89119.25 / \xc2\xa3\xe2\x80\x89105.00',,"b'13 MP, f/1.8, PDAF'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,"b'5 MP, f/2.2'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89219.00',
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 9e',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-9e2.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, March'","b'Available. Released 2019, April'",b'156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.09 inches, 90.4 cm2 (~78.7% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~283 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 3GB RAM'",b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,"b'FM Radio, built-in antenna'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 3020 mAh, non-removable'",,"b'Midnight Black, Modern Black, Sapphire Blue, Amber Brown'",,"b'MRD-AL00, MRD-TL00'",b'About 120 EUR',,"b'13 MP, f/1.8, PDAF'",,,,,,,,"b'Glass front, plastic back, plastic frame'",,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 9s',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-plus-2019-starlight-blue.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 9.0 (Pie), EMUI 9'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM'",,"b'24 MP, PDAF 16 MP, (ultrawide) 2 MP, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3400 mAh, non-removable'",b'Charging 10W',"b'Aurora Blue, Nebula Blue, Phantom Black, Coral Red'",,"b'POT-AL00a, POT-TL00a'",b'About 200 EUR',,b'8 MP',,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y Max',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y-max-ars-l22.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, November'","b'Available. Released 2018, December'",b'177.6 x 86.2 x 8.5 mm (6.99 x 3.39 x 0.33 in)',b'210 g (7.41 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'7.12 inches, 127.8 cm2 (~83.5% screen-to-body ratio)'","b'1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density)'",b'eMMC 5.1',"b'Android 8.1 (Oreo), EMUI 8.2'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',b'microSDXC (dedicated slot)',b'128GB 4GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.0, PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,"b'Midnight Black, White, Amber Brown'",,"b'ARS-L22, ARS-AL00, ARS-&, 1058;L00'",b'About 280 EUR',,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
