Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm
b'nokia',b'Nokia C3',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c3-2020.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, August 04'","b'Available. Released 2020, August 13'",b'159.9 x 77 x 8.7 mm (6.30 x 3.03 x 0.34 in)',b'184.5 g (6.53 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~75.2% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~269 ppi density)'",b'Android 10',b'Unisoc SC9863A (28nm)',b'Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55)',b'IMG8322',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'8 MP, f/2.0, AF'","b'LED flash, HDR'",b'1080p@30fps',"b'5 MP, f/2.4'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3040 mAh, removable'",,,"b'Nordic blue, Sand gold'",b'eMMC 5.1',,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x896,602'",b'LTE',,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x897,999'",,,"b'\xe2\x82\xb9\xe2\x80\x896,602'",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia C5 Endi',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c5-endi.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, May 29'","b'Available. Released 2020, June 05'",b'171.7 x 76.7 x 8.9 mm (6.76 x 3.02 x 0.35 in)',b'200 g (7.05 oz)',b'Nano-SIM',b'IPS LCD',"b'6.52 inches, 102.6 cm2 (~77.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~269 ppi density)'",b'Android 10',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'64GB 3GB RAM',"b'8 MP, (wide)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,b'Midnight Blue',b'eMMC 5.1',,,,,,,,,,,b'About 150 EUR',b'LTE',,b'Charging 10W',,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,"b'13 MP, (wide), PDAF 5 MP, (ultrawide) 2 MP, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia C2 Tennen',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-tennen.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 21.1/5.76 Mbps, LTE, Cat6 300/50 Mbps'","b'2020, May 29'","b'Available. Released 2020, June 15'",b'150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in)',b'180 g (6.35 oz)',b'Nano-SIM',b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'Android 10',b'Mediatek MT6761 Helio A22 (16 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'5 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,,b'Steel',b'eMMC 5.1',,,,,,,,,,,b'About 60 EUR',b'LTE',,b'Charging 10W',,,,"b'Glass front, plastic back, plastic frame'",,,,,"b'8 MP, AF 2 MP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia C2 Tava',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-tava.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps'","b'2020, May 29'","b'Available. Released 2020, May 29'",b'150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in)',b'180 g (6.35 oz)',b'Nano-SIM',b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'Android 10',b'Mediatek MT6761 Helio A22 (16 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'5 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,,b'Tempered Blue',b'eMMC 5.1',,,,,,,,,,,b'About 100 EUR',b'LTE',,b'Charging 10W',,,,"b'Glass front, plastic back, plastic frame'",,,,,"b'8 MP, AF 2 MP'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 150 (2020)',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-150-2020.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,"b'2020, May 12'","b'Available. Released 2020, May 29'",b'132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in)',b'90.5 g (3.21 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~26.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSD',b'4MB',b'VGA',,b'Yes',,,b'Yes',b'Yes',b'No',b'3.0',b'No',b'No',b'FM radio; built-in antenna',b'microUSB 2.0',b'',"b'Li-Ion 1020 mAh, removable'",b'Up to 560 h',b'Up to 19 h',"b'Cyan, Red, Black'",b'Flashlight',b'No',b'No',b'No',b'2000 entries',b'Yes',b'SMS',b'Yes',b'No',,b'MP3 player',b'About 30 EUR',,,,b'TA-1235',,,,,,,,,,b'0.43 W/kg (head) \xc2\xa0 \xc2\xa0 0.63 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 125',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-125-2020.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2020, May 12'","b'Available. Released 2020, May 29'",b'132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in)',b'91.3 g (3.21 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~26.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'No',b'4MB',,,,,,b'Yes',b'Yes',b'No',b'No',b'No',b'No',b'FM radio; built-in antenna',b'microUSB 2.0',b'',"b'Li-Ion 1020 mAh, removable'",b'Up to 560 h',b'Up to 19 h',"b'Black, White'",b'Flashlight',b'No',b'No',b'No',b'2000 entries',b'Yes',b'SMS',b'Yes',b'No',,,b'About 20 EUR',,,,b'TA-1253',,,,,,,,,,b'0.43 W/kg (head) \xc2\xa0 \xc2\xa0 0.63 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 8.3 5G',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-83-5g.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat18 1200/150 Mbps, 5G 2.4/1.2 Gbps'","b'2020, March 19'","b'Available. Released 2020, September 15'",b'171.9 x 78.6 x 9 mm (6.77 x 3.09 x 0.35 in)',b'220 g (7.76 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.81 inches, 112.0 cm2 (~82.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~386 ppi density)'","b'Android 10, upgradable to Android 11, Android One'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'microSDXC (uses shared SIM slot)',"b'64GB 6GB RAM, 64GB 8GB RAM, 128GB 8GB RAM'","b'24 MP, f/2.0, (wide), 1/2.8"", 0.9\xc2\xb5m'","b'Zeiss optics, Dual-LED flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/240fps, 720p@960fps, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4500 mAh, non-removable'",,,b'Polar Night',,,,,,,,,,,,b'$\xe2\x80\x89650.00 / \xe2\x82\xac\xe2\x80\x89444.00 / \xc2\xa3\xe2\x80\x89349.99',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 32, 38, 39, 40, 41, 66, 71'","b'64 MP, f/1.9, (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 12 MP, f/2.2, 120\xcb\x9a (ultrawide), 1/2.43"", 1.4\xc2\xb5m, AF 2 MP, (macro) 2 MP, (depth)'",b'Fast charging 18W',"b'TA-1243, TA-1251'",,,,"b'Zeiss optics, HDR'",,"b'1, 2, 3, 5, 7, 8, 28, 38, 40, 41, 66, 71, 78 SA/NSA'",,,b'0.96 W/kg (head) \xc2\xa0 \xc2\xa0 1.41 W/kg (body)',b'0.96 W/kg (head) \xc2\xa0 \xc2\xa0 1.41 W/kg (body)',,,,,,,b'$\xe2\x80\x89650.00',b'\xc2\xa3\xe2\x80\x89349.99',b'\xc2\xa3\xe2\x80\x89713.35',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 5.3',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-53.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 19'","b'Available. Released 2020, April 02'",b'164.3 x 76.6 x 8.5 mm (6.47 x 3.02 x 0.33 in)',b'185 g (6.53 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ)'","b'6.55 inches, 103.6 cm2 (~82.3% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~268 ppi density)'","b'Android 10, Android One'",b'Qualcomm SM6125 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM'","b'8 MP, f/2.0, (wide)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,,"b'Cyan, Sand, Charcoal'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Americas',b'HSDPA 850 / 900 / 2100 - India',,,,,,,,,b'eMMC 5.1',"b'$\xe2\x80\x89184.99 / \xe2\x82\xac\xe2\x80\x89176.02 / \xc2\xa3\xe2\x80\x89134.95 / \xe2\x82\xb9\xe2\x80\x8911,497'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global'","b'13 MP, f/1.8, (wide), PDAF 5 MP, 13mm (ultrawide) 2 MP, (macro) 2 MP, (depth)'",b'Charging 10W',"b'TA-1234, TA-1223, TA-1227, TA-1229'",b'$\xe2\x80\x89184.99',,"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",,,,b'Corning Gorilla Glass 3',,b'1.03 W/kg (head) \xc2\xa0 \xc2\xa0 0.95 W/kg (body)',b'0.70 W/kg (head) \xc2\xa0 \xc2\xa0 1.39 W/kg (body)',,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8913,498'",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 1.3',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-13.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 19'","b'Available. Released 2020, April 02'",b'147.3 x 71.2 x 9.4 mm (5.80 x 2.80 x 0.37 in)',b'155 g (5.47 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 400 nits (typ)'","b'5.71 inches, 81.4 cm2 (~77.6% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~295 ppi density)'","b'Android 10 (Go edition), Android One'",b'Qualcomm QM215 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Adreno 308',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',"b'8 MP, AF'","b'LED flash, HDR'",b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,,"b'Cyan, Charcoal, Sand'",b'HSDPA 850 / 900 / 2100 - Global',"b'1, 3, 5, 7, 8, 20, 28 - Global'",,,,,,,,,b'eMMC 5.1',b'$\xe2\x80\x8999.99 / \xe2\x82\xac\xe2\x80\x8979.99 / \xc2\xa3\xe2\x80\x8979.95',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - LATAM'",,,"b'TA-1216, TA-1205'",,,"b'Glass front, plastic back, plastic frame'",,,,,,b'0.64 W/kg (head) \xc2\xa0 \xc2\xa0 1.17 W/kg (body)',b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.86 W/kg (body)',,,,,,,,,,b'$\xe2\x80\x8999.99',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 5310 (2020)',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-5310.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only)',,b'No',"b'2020, March 19'","b'Available. Released 2020, April 02'","b'123.7 x 52.4 x 13.1 mm, 44.8 cc (4.87 x 2.06 x 0.52 in)'",b'88.2 g (3.10 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'2.4 inches, 17.8 cm2 (~27.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,b'Mediatek MT6260A',,,b'microSDHC',b'16MB 8MB RAM',b'VGA',b'LED flash',b'',,,"b'Yes, with dual speakers'",b'Yes',b'No',"b'3.0, A2DP'",b'No',b'No',b'FM radio',b'microUSB 1.1',b'',"b'Li-Ion 1200 mAh, removable'",,,"b'White/Red, Black/Red'",b'No',b'MP3 player',b'Yes',b'Yes',b'Yes',b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',b'No',,,"b'\xe2\x82\xac\xe2\x80\x8955.76 / \xc2\xa3\xe2\x80\x8941.51 / \xe2\x82\xb9\xe2\x80\x893,307'",,,,"b'TA-1230, TA-1212'",,,,,,,,,,b'1.13 W/kg (head) \xc2\xa0 \xc2\xa0 1.57 W/kg (body)',,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x8955.76',,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia C2',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',"b'HSDPA 850 / 900 / 2100 - Africa, ME, APAC'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 16'","b'Available. Released 2020, March 22'",b'154.8 x 75.6 x 8.9 mm (6.09 x 2.98 x 0.35 in)',b'161 g (5.68 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~71.6% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 9.0 Pie (Go edition)',b'Unisoc (28nm)',b'Quad-core 1.4 GHz',,b'microSDXC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, f/2.2, AF'","b'LED flash, HDR'",b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2800 mAh, removable'",,,"b'Cyan, Black'",b'HSDPA 900 / 2100 - Saudi Arabia',"b'1, 3, 5, 8, 28, 38, 40, 41 - Saudi Arabia'",,,,,,,,,b'eMMC 5.1',b'$\xe2\x80\x8959.99',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Africa, ME, APAC'",,,,,,"b'Glass front, plastic back, plastic frame'",b'LED flash',,,,,,,,,,,,,,,,b'$\xe2\x80\x8959.99',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia C1',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2019, December 11'","b'Available. Released 2020, December 11'",b'147.6 x 71.4 x 8.7 mm (5.81 x 2.81 x 0.34 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~197 ppi density)'",b'Android 9.0 Pie (Go edition)',,b'Quad-core 1.3 GHz',,b'microSDXC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, f/2.4, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",,,"b'Black, Red'",b'eMMC 5.1',,,,,,,,,,,b'About 50 EUR',,,,b'TA-1165',,,"b'Glass front, plastic back, plastic frame'",b'LED flash',,,b'Yes',,,b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 1.30 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 2.3',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-23.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, December 05'","b'Available. Released 2019, December 19'",b'157.7 x 75.4 x 8.7 mm (6.21 x 2.97 x 0.34 in)',b'183 g (6.46 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, Android One'",b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',b'32GB 2GB RAM',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, AF 2 MP, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.4'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,,"b'Cyan Green, Sand, Charcoal'",b'GSM 900 / 1800  / 850 - India',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA / LATAM',,,,,,,,,b'eMMC 5.1',"b'$\xe2\x80\x89125.99 / \xe2\x82\xac\xe2\x80\x89129.00 / \xc2\xa3\xe2\x80\x89107.99 / \xe2\x82\xb9\xe2\x80\x897,699'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global'",,,"b'TA-1211, TA-1214, TA-1206, TA-1209'",,,"b'Glass front, plastic back, plastic frame'",,,,,,b'0.81 W/kg (head) \xc2\xa0 \xc2\xa0 0.86 W/kg (body)',b'0.41 W/kg (head) \xc2\xa0 \xc2\xa0 1.40 W/kg (body)',,,,,b'$\xe2\x80\x89125.99',,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
