Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser,Display,Camera,Battery life,Performance,Loudspeaker_1,Audio quality
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'microsoft',b'Microsoft Surface Duo',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-surface-duo.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 19 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/100 Mbps'","b'2020, August 12'","b'Available. Released 2020, September 10'",b'Unfolded: 186.9 x 145.2 x 4.8 mm Folded: 145.2 x 93.3 x 9.9 mm',b'250 g (8.82 oz)',"b'Nano-SIM, eSIM'",b'AMOLED',"b'8.1 inches, 195.4 cm2 (~144.2% screen-to-body ratio)'","b'1800 x 2700 pixels, 3:2 ratio (~401 ppi density)'",b'Corning Gorilla Glass 5',b'Android 10',b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'No',"b'128GB 6GB RAM, 256GB 6GB RAM'",b'Stylus support',,,"b'4K@30/60fps, 1080p@30/60fps, gyro-EIS'","b'11 MP, f/2.0, 23mm (wide), 1.0\xc2\xb5m, PDAF'","b'4K@30/60fps, 1080p@30/60fps, gyro-EIS'",b'Yes',b'Unspecified',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX Adaptive'","b'Yes, with A-GPS'",b'No',b'No',b'USB Type-C 3.1',"b'Fingerprint (side-mounted), accelerometer, proximity'","b'Li-Po 3577 mAh, non-removable'",b'Fast charging 18W',b'White',,,b'About 1200 EUR',,,b'Uses main camera',"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5)'",,,,,,,,,,,,,"b'Folded position display: 5.6 inches, AMOLED, 1350 x 1800 pixels (4:3)'",b'UFS 3.0',,,,,,,,
