Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser
b'blu',b'BLU Studio G4',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, July'","b'Available. Released 2018, July'",b'141.5 x 73.5 x 8.5 mm (5.57 x 2.89 x 0.33 in)',b'126 g (4.44 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~71.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, 1/5.0"", 1.12\xc2\xb5m, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'",,"b'Black, Gold, Blue'",,b'About 80 USD',,,b'Up to 575 h (2G) / Up to 500 h (3G)',b'Up to 24 h (2G) / Up to 15 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU C6',b'https://fdn2.gsmarena.com/vv/bigpic/blu-c6.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, June'","b'Available. Released 2018, June'",b'152.2 x 77.6 x 9.4 mm (5.99 x 3.06 x 0.37 in)',b'167 g (5.89 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, 1/5.0"", 1.12\xc2\xb5m, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Po 2500 mAh battery',,"b'Black, Gold, Gray, Blue'",,b'About 100 USD',,,b'Up to 675 h (2G) / Up to 575 h (3G)',b'Up to 22 h (2G) / Up to 18 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Grand M3',b'https://fdn2.gsmarena.com/vv/bigpic/blu-grand-m3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, June'","b'Available. Released 2018, June'",b'149.1 x 70.5 x 9.8 mm (5.87 x 2.78 x 0.39 in)',b'154 g (5.43 oz)',"b'Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~70.0% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, 1/5.0"", 1.12\xc2\xb5m, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2500 mAh, non-removable'",,"b'Black, Gold'",,b'About 110 USD',b'eMMC 5.1',,b'Up to 675 h (2G) / Up to 550 h (3G)',b'Up to 20 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Pure View',b'https://fdn2.gsmarena.com/vv/bigpic/blu-pure-view.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'152.4 x 71.7 x 8.1 mm (6.00 x 2.82 x 0.32 in)',b'184 g (6.49 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC',b'32GB 3GB RAM',"b'13 MP, 1/3.1"", 1.12\xc2\xb5m, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, 1/4"", 1.12\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,b'Black',,b'About 130 USD',,,b'Up to 725 h (2G) / Up to 625 h (3G)',b'Up to 26 h (2G) / Up to 17 h (3G)',b'LED flash',b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio View',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-view.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, January'","b'Available. Released 2018, January'",b'151 x 71 x 9 mm (5.94 x 2.80 x 0.35 in)',b'159 g (5.61 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~72.8% screen-to-body ratio)'","b'640 x 1280 pixels, 18:9 ratio (~260 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',b'8 MP',b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2850 mAh, non-removable'",,"b'Black, Gold, Rose Gold, Silver'",,b'About 100 USD',,,b'Up to 600 h (2G) / Up to 550 h (3G)',b'Up to 25 h (2G) / Up to 20 h (3G)',b'LED flash',,,,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo XL3',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-xl3-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'147.7 x 70.7 x 8 mm (5.81 x 2.78 x 0.31 in)',b'143 g (5.04 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~74.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 8.0 (Oreo)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP1',b'microSDXC',b'32GB 3GB RAM',"b'13 MP, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'13 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Silver, Gold'",,b'About 180 USD',b'eMMC 5.0',,b'Up to 675 h (2G) / Up to 625 h (3G)',b'Up to 26 h (2G) / Up to 18 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo One Plus',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-one-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, April'","b'Available. Released 2018, April'",b'164.8 x 76.7 x 8.6 mm (6.49 x 3.02 x 0.34 in)',b'173 g (6.10 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~73.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 2GB RAM',b'13 MP',"b'Dual-LED dual-tone flash, HDR'",b'1080p@30fps',b'13 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,"b'Black, Gold, Blue'",,b'About 180 USD',b'eMMC 5.1',,b'Up to 750 h (2G) / Up to 630 h (3G)',b'Up to 28 h (2G) / Up to 22 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU X Link',b'https://fdn2.gsmarena.com/vv/bigpic/blu-xlink.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2018, March'","b'Available. Released 2018, May'",b'45.8 x 54 x 13.9 mm (1.80 x 2.13 x 0.55 in)',b'65 g (2.29 oz)',b'Mini-SIM',b'IPS LCD',"b'1.1 inches, 3.9 cm2 (~15.8% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~309 ppi density)'",,b'Mediatek MT2502',b'256 MHz',,b'No',b'4MB 4MB RAM',,,,,,b'Yes',b'No',b'No',b'4.0',b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 320 mAh, non-removable'",,"b'Black, Silver, Rose Gold'",,b'About 60 USD',b'IP54 dust/water resistant',,,,,,b'No',b'Voice dial/commands',,"b'Glass front, aluminum back, aluminum frame'",b'Yes',b'No',b'Yes',b'Yes',"b'SMS, Email'",b'No',b'No',,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo XL3 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-xl3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, March'","b'Available. Released 2018, April'",b'158.1 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in)',b'169 g (5.96 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~76.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 7.1.2 (Nougat)',b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC',b'32GB 3GB RAM',"b'13 MP, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,b'Black',,b'About 200 USD',b'eMMC 5.1',,b'Up to 725 h (2G) / Up to 625 h (3G)',b'Up to 26 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo X',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-x.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 28'","b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'160 x 76.8 x 8.2 mm (6.30 x 3.02 x 0.32 in)',b'188 g (6.63 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~75.6% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6757 Helio P20 (16 nm)',b'Octa-core (4x2.6 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)',b'Mali-T880MP2',b'microSDXC',b'64GB 4GB RAM',,"b'LED flash, HDR'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4010 mAh, non-removable'",,b'Black',"b'13 MP, 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",b'About 300 USD',,,b'Up to 750 h (2G) / Up to 700 h (3G)',b'Up to 28 h (2G) / Up to 22 h (3G)',b'LED flash',b'Corning Gorilla Glass 3',,,,,,,,,,,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m 8 MP, 1/4"", 1.12\xc2\xb5m'",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio J8M LTE',b'https://fdn2.gsmarena.com/vv/bigpic/blu-sj8m.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'145 x 72 x 9.4 mm (5.71 x 2.83 x 0.37 in)',b'140 g (4.94 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'16GB 2GB RAM',b'8 MP',"b'LED flash, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2000 mAh, non-removable'",,"b'Black, Gold'",,b'About 100 USD',b'eMMC 5.0',,b'Up to 600 h (2G) / Up to 500 h (3G)',b'Up to 24 h (2G) / Up to 14 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo One',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vo.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 17, 28'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'148.4 x 70.1 x 9.8 mm (5.84 x 2.76 x 0.39 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~75.0% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 7.1.1 (Nougat)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 2GB RAM',b'12 MP',"b'Dual-LED dual-tone flash, HDR'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,"b'Black, Gold, Silver'",,b'About 140 USD',b'eMMC 5.1',,b'Up to 725 h (2G) / Up to 625 h (3G)',b'Up to 26 h (2G) / Up to 16 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio View XL',b'https://fdn2.gsmarena.com/vv/bigpic/blu-sv-xl.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2018, January'","b'Available. Released 2018, January'",b'160.1 x 74.3 x 9.3 mm (6.30 x 2.93 x 0.37 in)',b'174 g (6.14 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~70.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'16GB 1GB RAM',"b'13 MP, 1/4.0"", 1.12\xc2\xb5m'","b'LED flash, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",,"b'Black, Gold, Rose Gold, Silver'",,b'About 100 EUR',,,b'Up to 725 h (2G) / Up to 625 h (3G)',b'Up to 26 h (2G) / Up to 16 h (3G)',b'LED flash',,,,b'Studio View XL',,,,,,,,,,,,,
